tract,Name,City,State,Teenage_Birth_Rate_women_only_rP_gF_p50
36047086600,Kings County, NY,,0.2234
36047118600,Kings County, NY,,0.2229
36085020700,Richmond County, NY,,0.2229
36005019500,Bronx County, NY,,0.2229
34013008700,Mount Pleasant/Lower Broadway, Newark, NJ,0.2228
36047119400,Kings County, NY,,0.2228
34017001300,The Heights, Jersey City, NJ,0.2228
36005038800,Bronx County, NY,,0.2227
36047093000,Kings County, NY,,0.2227
36047078200,Kings County, NY,,0.2226
36005019700,Bronx County, NY,,0.2226
34013010200,East Orange, NJ,,0.2223
36005022102,Bronx County, NY,,0.2223
36081060800,Queens County, NY,,0.2221
36005034400,Bronx County, NY,,0.222
36047054700,Kings County, NY,,0.2219
36047035500,Kings County, NY,,0.2215
36005040900,Bronx County, NY,,0.2213
36005016100,Bronx County, NY,,0.2211
36047117400,Kings County, NY,,0.2211
36085023100,Richmond County, NY,,0.2211
36047041700,Kings County, NY,,0.2209
36081016300,Queens County, NY,,0.2208
36005023000,Bronx County, NY,,0.2205
36059406702,Hempstead, NY,,0.2204
36047022900,Kings County, NY,,0.2203
36081001900,Queens County, NY,,0.2201
36081019200,Queens County, NY,,0.22
36047096400,Kings County, NY,,0.2197
36047117601,Kings County, NY,,0.2194
36061023900,Upper Manhattan, New York, NY,0.2194
36005021200,Bronx County, NY,,0.2192
36081095400,Queens County, NY,,0.2192
34013000600,Upper Roseville, Newark, NJ,0.219
36047097400,Kings County, NY,,0.219
36005002800,Bronx County, NY,,0.2189
36061015100,Lincoln Square, New York, NY,0.2187
36047114202,Kings County, NY,,0.2186
36047087000,Kings County, NY,,0.2186
36047044700,Kings County, NY,,0.2183
34039032300,Hillside, NJ,,0.2183
36059414202,Freeport, NY,,0.2182
36005007200,Bronx County, NY,,0.2181
36047096600,Kings County, NY,,0.2177
36005024700,Bronx County, NY,,0.2176
36047031100,Kings County, NY,,0.2175
36061023100,Harlem, New York, NY,0.2174
36005023800,Bronx County, NY,,0.2172
36005009800,Bronx County, NY,,0.2172
36047118400,Kings County, NY,,0.217
36047102400,Kings County, NY,,0.2168
36047006900,Kings County, NY,,0.2164
36081044000,Queens County, NY,,0.2163
36047088800,Kings County, NY,,0.2163
36047082000,Kings County, NY,,0.2163
36081051200,Queens County, NY,,0.2161
36005034000,Bronx County, NY,,0.2154
36061004200,Lower Manhattan, New York, NY,0.2154
36081056500,Queens County, NY,,0.2152
36005020502,Bronx County, NY,,0.2152
36005021602,Bronx County, NY,,0.215
36085000900,Richmond County, NY,,0.2147
36061008300,Midtown, New York, NY,0.2147
36081018200,Queens County, NY,,0.2143
36047038300,Kings County, NY,,0.2142
36081087100,Queens County, NY,,0.2142
36081018600,Queens County, NY,,0.2142
36059414400,Freeport, NY,,0.2141
36047098800,Kings County, NY,,0.214
36005025300,Bronx County, NY,,0.2139
36061002400,Lower Manhattan, New York, NY,0.2138
36047051300,Kings County, NY,,0.2137
36005044400,Bronx County, NY,,0.2136
34039034000,Roselle, NJ,,0.2134
36081020400,Queens County, NY,,0.2133
36047087200,Kings County, NY,,0.2133
36081079000,Queens County, NY,,0.2131
36085007700,Richmond County, NY,,0.2129
36005039400,Bronx County, NY,,0.2129
36047084600,Kings County, NY,,0.2128
36047003900,Kings County, NY,,0.2128
36005017902,Bronx County, NY,,0.2128
36081019000,Queens County, NY,,0.2127
36081026400,Queens County, NY,,0.2126
36081100801,Queens County, NY,,0.2126
34013011800,East Orange, NJ,,0.2125
34039031601,Elizabeth, NJ,,0.2125
36005039800,Bronx County, NY,,0.2121
36061029300,Upper Manhattan, New York, NY,0.212
36005021900,Bronx County, NY,,0.212
36081019400,Queens County, NY,,0.2118
34017019100,Hoboken, NJ,,0.2118
36081050201,Queens County, NY,,0.2118
36081046000,Queens County, NY,,0.2118
36085001100,Richmond County, NY,,0.2112
36005042600,Bronx County, NY,,0.211
36047115800,Kings County, NY,,0.211
34017016100,Union City, NJ,,0.2108
36047017900,Kings County, NY,,0.2107
36081014201,Queens County, NY,,0.2107
34039035800,Rahway, NJ,,0.2105
36081094201,Queens County, NY,,0.2103
36005038500,Bronx County, NY,,0.2102
36059407501,Uniondale, NY,,0.2102
36047079000,Kings County, NY,,0.2099
36047019500,Kings County, NY,,0.2098
34017017800,Union City, NJ,,0.2098
36047001300,Kings County, NY,,0.2095
34013009400,Forest Hill, Newark, NJ,0.2095
34017017400,Union City, NJ,,0.2094
36047035100,Kings County, NY,,0.2094
36047007800,Kings County, NY,,0.2093
36047122000,Kings County, NY,,0.2088
36005037000,Bronx County, NY,,0.2087
36059406202,West Hempstead, NY,,0.2086
34017001800,Journal Square, Jersey City, NJ,0.2083
36047022100,Kings County, NY,,0.2081
36047116000,Kings County, NY,,0.2081
36005023200,Bronx County, NY,,0.208
36047092200,Kings County, NY,,0.2077
36081055900,Queens County, NY,,0.2071
36081099802,Queens County, NY,,0.207
36005005902,Bronx County, NY,,0.207
36005041100,Bronx County, NY,,0.2069
36061023300,Harlem, New York, NY,0.2068
36047082600,Kings County, NY,,0.2067
36081036500,Queens County, NY,,0.2066
36005023704,Bronx County, NY,,0.2064
36047084000,Kings County, NY,,0.2064
36047035700,Kings County, NY,,0.2062
36081000700,Queens County, NY,,0.206
36085022300,Richmond County, NY,,0.206
36081011400,Queens County, NY,,0.2059
36005022300,Bronx County, NY,,0.2057
36005030200,Bronx County, NY,,0.2057
34017017600,Union City, NJ,,0.2056
36047013900,Kings County, NY,,0.2053
36047095400,Kings County, NY,,0.2053
36005022702,Bronx County, NY,,0.2052
34017015900,West New York, NJ,,0.2048
34013000100,Forest Hill, Newark, NJ,0.2047
36061030900,West Bronx, New York, NY,0.2046
34023005000,Perth Amboy, NJ,,0.2044
36061019000,Harlem, New York, NY,0.2043
36061016800,Upper Manhattan, New York, NY,0.2042
36005045600,Bronx County, NY,,0.2042
36005022701,Bronx County, NY,,0.2041
34023000501,Piscataway Township, NJ,,0.2039
36005038600,Bronx County, NY,,0.2039
36005026900,Bronx County, NY,,0.2037
36005034200,Bronx County, NY,,0.2035
36059406802,Hempstead, NY,,0.2034
36047073200,Kings County, NY,,0.2033
36047085400,Kings County, NY,,0.2032
36047050600,Kings County, NY,,0.2029
34017017200,Union City, NJ,,0.2028
36061025300,Upper Manhattan, New York, NY,0.2027
36005039100,Bronx County, NY,,0.2027
36047086800,Kings County, NY,,0.2025
34031183101,Paterson, NJ,,0.2025
36047021500,Kings County, NY,,0.2018
36005040701,Bronx County, NY,,0.2018
36059414304,Freeport, NY,,0.2018
36081036600,Queens County, NY,,0.2016
36061016600,East Harlem, New York, NY,0.2015
36047004100,Kings County, NY,,0.2014
36081058200,Queens County, NY,,0.2012
36061000700,Lower Manhattan, New York, NY,0.201
34017007000,Downtown Jersey City, Jersey City, NJ,0.2009
36081017400,Queens County, NY,,0.2006
34039039800,Elizabeth, NJ,,0.2001
36047051800,Kings County, NY,,0.2001
36081052400,Queens County, NY,,0.1999
36081081800,Queens County, NY,,0.1999
34023004900,Perth Amboy, NJ,,0.1997
36047014700,Kings County, NY,,0.1993
36047105804,Kings County, NY,,0.1993
36047088600,Kings County, NY,,0.1993
36047082200,Kings County, NY,,0.1992
36047020700,Kings County, NY,,0.1989
36047078800,Kings County, NY,,0.1989
36081028000,Queens County, NY,,0.1987
36047087600,Kings County, NY,,0.1986
36047116200,Kings County, NY,,0.1986
36061027900,Fort George, New York, NY,0.1986
36081063200,Queens County, NY,,0.1981
36081003400,Queens County, NY,,0.198
36047005900,Kings County, NY,,0.1977
36005021601,Bronx County, NY,,0.1976
36119002600,South Side, Mount Vernon, NY,0.1976
36005040304,Bronx County, NY,,0.1976
36047105801,Kings County, NY,,0.1975
36005041500,Bronx County, NY,,0.1973
36047079601,Kings County, NY,,0.1972
36081029400,Queens County, NY,,0.1972
36081039900,Queens County, NY,,0.197
36081060000,Queens County, NY,,0.197
36047072200,Kings County, NY,,0.1969
36047019300,Kings County, NY,,0.1969
36081062000,Queens County, NY,,0.1968
36047077000,Kings County, NY,,0.1966
34017000400,The Heights, Jersey City, NJ,0.1965
34017001100,The Heights, Jersey City, NJ,0.1963
34039035300,Linden, NJ,,0.1963
36081049600,Queens County, NY,,0.1963
36081027400,Queens County, NY,,0.1962
36005021002,Bronx County, NY,,0.1959
36081039400,Queens County, NY,,0.1958
36005000400,Bronx County, NY,,0.1956
36061019800,East Harlem, New York, NY,0.1954
36081061200,Queens County, NY,,0.195
34039034100,Roselle, NJ,,0.195
34017011000,Constable Hook, Bayonne, NJ,0.1946
36047019700,Kings County, NY,,0.1945
36005040702,Bronx County, NY,,0.1945
34031175602,Passaic, NJ,,0.1944
36047019100,Kings County, NY,,0.1944
36061025100,Upper Manhattan, New York, NY,0.1943
36005013200,Bronx County, NY,,0.194
36047100800,Kings County, NY,,0.1939
36047051500,Kings County, NY,,0.1939
34017000200,The Heights, Jersey City, NJ,0.1937
36047051602,Kings County, NY,,0.1936
36047085600,Kings County, NY,,0.1934
36047032800,Kings County, NY,,0.1931
36047098600,Kings County, NY,,0.1931
36047048100,Kings County, NY,,0.1929
36047011900,Kings County, NY,,0.1928
36047022700,Kings County, NY,,0.1927
36005036300,Bronx County, NY,,0.1927
36005007600,Bronx County, NY,,0.1926
36005027700,Bronx County, NY,,0.1926
36005026100,Bronx County, NY,,0.1926
36005046201,Bronx County, NY,,0.1925
34017003500,Downtown Jersey City, Jersey City, NJ,0.1924
36005039902,Bronx County, NY,,0.1923
36005042300,Bronx County, NY,,0.1923
36081061000,Queens County, NY,,0.1922
36081017800,Queens County, NY,,0.1921
36047037900,Kings County, NY,,0.192
36005043400,Bronx County, NY,,0.192
34013017100,Montclair, NJ,,0.192
36005027300,Bronx County, NY,,0.1918
36061018800,Upper Manhattan, New York, NY,0.1917
36005042000,Bronx County, NY,,0.1913
34031175703,Passaic, NJ,,0.1912
36005021001,Bronx County, NY,,0.1912
36047018100,Kings County, NY,,0.1911
36081018000,Queens County, NY,,0.191
36081035200,Queens County, NY,,0.1909
36005041800,Bronx County, NY,,0.1908
36061012900,Hell's Kitchen, New York, NY,0.1908
36005037600,Bronx County, NY,,0.1908
34039034500,Linden, NJ,,0.1906
36081018402,Queens County, NY,,0.1906
36047081000,Kings County, NY,,0.1905
36047031900,Kings County, NY,,0.1905
36081054000,Queens County, NY,,0.1904
36061022500,Harlem, New York, NY,0.1901
36005037800,Bronx County, NY,,0.19
36085002100,Richmond County, NY,,0.1896
36081005100,Queens County, NY,,0.1896
36047007600,Kings County, NY,,0.1894
36059407102,Hempstead, NY,,0.1894
36119005800,New Rochelle, NY,,0.1893
36047079801,Kings County, NY,,0.1891
36005003700,Bronx County, NY,,0.1891
36005021800,Bronx County, NY,,0.1891
36047040500,Kings County, NY,,0.1889
36047000501,Kings County, NY,,0.1889
36047089400,Kings County, NY,,0.1887
36047016400,Kings County, NY,,0.1881
36081033000,Queens County, NY,,0.1881
36061029500,Inwood, New York, NY,0.1881
36047007400,Kings County, NY,,0.1881
34017004800,Hackensack River Waterfront, Jersey City, NJ,0.188
36005032800,Bronx County, NY,,0.1879
36085023900,Richmond County, NY,,0.1872
36047089800,Kings County, NY,,0.1869
34017005600,Greenville, Jersey City, NJ,0.1869
36005041300,Bronx County, NY,,0.1865
36047094401,Kings County, NY,,0.1864
34039034300,Roselle, NJ,,0.1863
34017004900,West Side, Jersey City, NJ,0.1863
36047081400,Kings County, NY,,0.1861
34031175900,Passaic, NJ,,0.1856
36005007100,Bronx County, NY,,0.1855
36081056800,Queens County, NY,,0.1855
36047051601,Kings County, NY,,0.1854
36047083800,Kings County, NY,,0.1853
36047057900,Kings County, NY,,0.1851
36005026701,Bronx County, NY,,0.185
36061001200,Lower Manhattan, New York, NY,0.1849
36005023600,Bronx County, NY,,0.1849
36047077400,Kings County, NY,,0.1846
36005026300,Bronx County, NY,,0.1846
34039031904,Elizabeth, NJ,,0.1844
36081054500,Queens County, NY,,0.1844
36047020300,Kings County, NY,,0.1843
34013015700,Bloomfield, NJ,,0.1842
36047080000,Kings County, NY,,0.1842
36047014300,Kings County, NY,,0.1839
34013009500,Forest Hill, Newark, NJ,0.1839
36005036000,Bronx County, NY,,0.1838
36047068000,Kings County, NY,,0.1838
36059407502,Uniondale, NY,,0.1836
36047019900,Kings County, NY,,0.1835
36005021501,Bronx County, NY,,0.1835
36081030600,Queens County, NY,,0.1835
36081019900,Queens County, NY,,0.1835
36047072600,Kings County, NY,,0.1831
36047086400,Kings County, NY,,0.1825
36081037300,Queens County, NY,,0.1825
36081061601,Queens County, NY,,0.1823
36047087401,Kings County, NY,,0.1822
36081063000,Queens County, NY,,0.182
36061022102,Harlem, New York, NY,0.1819
36061026300,Upper Manhattan, New York, NY,0.1819
36061029900,Inwood, New York, NY,0.1818
36047051400,Kings County, NY,,0.1816
36081023500,Queens County, NY,,0.1816
36005008400,Bronx County, NY,,0.1814
36005042800,Bronx County, NY,,0.181
36005043100,Bronx County, NY,,0.1809
36085012500,Richmond County, NY,,0.1808
36047032900,Kings County, NY,,0.1805
34013000200,Upper Roseville, Newark, NJ,0.1804
36081041100,Queens County, NY,,0.1803
36047036700,Kings County, NY,,0.1801
36005042901,Bronx County, NY,,0.1799
36119006100,New Rochelle, NY,,0.1798
36005033201,Bronx County, NY,,0.1794
36081035700,Queens County, NY,,0.1794
36005043000,Bronx County, NY,,0.1794
36047038200,Kings County, NY,,0.1793
36047088000,Kings County, NY,,0.1791
36061017900,Upper West Side, New York, NY,0.1788
36005004001,Bronx County, NY,,0.1788
36005016700,Bronx County, NY,,0.1788
36005007800,Bronx County, NY,,0.1788
36081055100,Queens County, NY,,0.1788
36081024000,Queens County, NY,,0.1788
36081000100,Queens County, NY,,0.1788
36081058000,Queens County, NY,,0.1783
34039031500,Elizabeth, NJ,,0.1781
36047094600,Kings County, NY,,0.1779
36081006900,Queens County, NY,,0.1777
34039030702,Elizabeth, NJ,,0.1777
36081062600,Queens County, NY,,0.1776
36005032400,Bronx County, NY,,0.1776
36081045500,Queens County, NY,,0.1775
34039031602,Elizabeth, NJ,,0.1773
34017010900,Constable Hook, Bayonne, NJ,0.1768
34017016900,Union City, NJ,,0.1766
36059407802,East Meadow, NY,,0.1766
36005029600,Bronx County, NY,,0.1764
36005004600,Bronx County, NY,,0.1763
36005023301,Bronx County, NY,,0.1761
34003023502,Hackensack, NJ,,0.176
34013012200,Irvington, NJ,,0.1758
36081099801,Queens County, NY,,0.1756
36081053800,Queens County, NY,,0.1754
34013019700,Maplewood, NJ,,0.1752
36005022404,Bronx County, NY,,0.175
36047080200,Kings County, NY,,0.1748
36047093400,Kings County, NY,,0.1746
36005041400,Bronx County, NY,,0.1745
36047101600,Kings County, NY,,0.1741
34003054200,Teaneck, NJ,,0.1741
34017018900,Hoboken, NJ,,0.174
36047102000,Kings County, NY,,0.1739
36081061400,Queens County, NY,,0.1733
36047072400,Kings County, NY,,0.1732
34039035900,Rahway, NJ,,0.1732
36081026600,Queens County, NY,,0.1731
36081100802,Queens County, NY,,0.1729
36047077600,Kings County, NY,,0.1728
34023004300,Perth Amboy, NJ,,0.1727
36085003900,Richmond County, NY,,0.1726
34031183102,Paterson, NJ,,0.1726
36085001800,Richmond County, NY,,0.1726
36005022000,Bronx County, NY,,0.1725
34017006500,Historic Downtown, Jersey City, NJ,0.1725
34023003600,Carteret, NJ,,0.1722
36061002201,Lower Manhattan, New York, NY,0.1722
36005007400,Bronx County, NY,,0.1722
36081043900,Queens County, NY,,0.1721
36005042100,Bronx County, NY,,0.1721
34017002800,McGinley Square, Jersey City, NJ,0.1717
34017005400,Greenville, Jersey City, NJ,0.1717
36047085000,Kings County, NY,,0.1716
36047082800,Kings County, NY,,0.1715
36005006400,Bronx County, NY,,0.1713
36047083600,Kings County, NY,,0.1712
36059407302,Uniondale, NY,,0.171
36081005200,Queens County, NY,,0.1709
34017000700,The Heights, Jersey City, NJ,0.1706
36005009200,Bronx County, NY,,0.1706
36059407401,Uniondale, NY,,0.17
36081055700,Queens County, NY,,0.1699
36081016800,Queens County, NY,,0.1698
36047050804,Kings County, NY,,0.1696
36047086000,Kings County, NY,,0.1696
36081055500,Queens County, NY,,0.1695
36081079200,Queens County, NY,,0.1694
36081056200,Queens County, NY,,0.1693
36047013500,Kings County, NY,,0.1692
34039035100,Linden, NJ,,0.1692
36047009200,Kings County, NY,,0.1692
36005042200,Bronx County, NY,,0.1689
34039034200,Roselle, NJ,,0.1688
34039030600,Elizabeth, NJ,,0.1687
36047050500,Kings County, NY,,0.1686
36061017100,Upper West Side, New York, NY,0.1684
36081014800,Queens County, NY,,0.1683
36047096200,Kings County, NY,,0.1683
36005003800,Bronx County, NY,,0.1679
36047083400,Kings County, NY,,0.1678
36081081400,Queens County, NY,,0.1677
36047118800,Kings County, NY,,0.1676
36081050202,Queens County, NY,,0.1674
36059414501,Freeport, NY,,0.1672
34039030900,Elizabeth, NJ,,0.1672
36047038900,Kings County, NY,,0.1669
36081058100,Queens County, NY,,0.1668
36081040900,Queens County, NY,,0.1667
36005040302,Bronx County, NY,,0.1665
36047119200,Kings County, NY,,0.1663
36047011200,Kings County, NY,,0.1662
36005018101,Bronx County, NY,,0.1662
36047073000,Kings County, NY,,0.166
36005041900,Bronx County, NY,,0.1658
36081049200,Queens County, NY,,0.1657
36081058900,Queens County, NY,,0.1653
36081000400,Queens County, NY,,0.1653
36047102600,Kings County, NY,,0.165
34039035500,Rahway, NJ,,0.165
34017018400,Hoboken, NJ,,0.1649
36047087800,Kings County, NY,,0.1647
36047034900,Kings County, NY,,0.1646
36005020400,Bronx County, NY,,0.1646
34013015600,Bloomfield, NJ,,0.1645
34013016600,Montclair, NJ,,0.1643
36005033000,Bronx County, NY,,0.1641
36061026700,Fort George, New York, NY,0.164
36085010500,Richmond County, NY,,0.1639
34023000606,Piscataway Township, NJ,,0.1638
36081037700,Queens County, NY,,0.1638
36061009700,Midtown, New York, NY,0.1637
36081015000,Queens County, NY,,0.1635
36081037500,Queens County, NY,,0.1635
34017005900,Greenville, Jersey City, NJ,0.1634
36047096800,Kings County, NY,,0.1633
36061015802,East Harlem, New York, NY,0.163
36005002500,Bronx County, NY,,0.163
36005003100,Bronx County, NY,,0.1629
36047095800,Kings County, NY,,0.1629
36047002200,Kings County, NY,,0.1628
34017006400,Downtown Jersey City, Jersey City, NJ,0.1628
36081020600,Queens County, NY,,0.1627
36081037600,Queens County, NY,,0.1627
36081001400,Queens County, NY,,0.1625
36081035800,Queens County, NY,,0.1625
36047120200,Kings County, NY,,0.1622
36047014900,Kings County, NY,,0.1619
36081065000,Queens County, NY,,0.1618
36005005400,Bronx County, NY,,0.1617
36081027300,Queens County, NY,,0.1614
36005028700,Bronx County, NY,,0.1613
36047003100,Kings County, NY,,0.1612
34003054100,Teaneck, NJ,,0.161
34031175301,Passaic, NJ,,0.1608
36047109800,Kings County, NY,,0.1607
36005020000,Bronx County, NY,,0.1606
36047021100,Kings County, NY,,0.1604
34039036600,Westfield, NJ,,0.1603
36085009700,Richmond County, NY,,0.1602
36047016300,Kings County, NY,,0.1602
36005022200,Bronx County, NY,,0.1601
34003015400,Englewood, NJ,,0.1601
36081059200,Queens County, NY,,0.16
36047067600,Kings County, NY,,0.1599
36059404902,Elmont, NY,,0.1599
34017011100,Constable Hook, Bayonne, NJ,0.1598
36005033600,Bronx County, NY,,0.1596
36047076600,Kings County, NY,,0.1593
36047041401,Kings County, NY,,0.1592
36081051800,Queens County, NY,,0.1592
36047078600,Kings County, NY,,0.1588
36047052600,Kings County, NY,,0.1588
36047095000,Kings County, NY,,0.1585
36047089200,Kings County, NY,,0.1581
36081044301,Queens County, NY,,0.1578
36081068000,Queens County, NY,,0.1576
36047044500,Kings County, NY,,0.1575
36061008900,Midtown, New York, NY,0.1575
36047099600,Kings County, NY,,0.1575
36047079200,Kings County, NY,,0.1572
36081055300,Queens County, NY,,0.1571
36005043600,Bronx County, NY,,0.1568
36005044800,Bronx County, NY,,0.1564
36047012200,Kings County, NY,,0.1562
36081004700,Queens County, NY,,0.1561
34039030802,Elizabeth, NJ,,0.156
36081015801,Queens County, NY,,0.1559
36047068800,Kings County, NY,,0.1558
36005042500,Bronx County, NY,,0.1555
36081042700,Queens County, NY,,0.1555
34039031903,Elizabeth, NJ,,0.1554
36081023800,Queens County, NY,,0.1554
36047033700,Kings County, NY,,0.1552
36081066400,Queens County, NY,,0.1551
36081065400,Queens County, NY,,0.1551
36061006300,Lower Manhattan, New York, NY,0.1546
36081007900,Queens County, NY,,0.1545
34013007800,Ironbound District, Newark, NJ,0.1543
36047010100,Kings County, NY,,0.1542
36061019500,Upper West Side, New York, NY,0.1542
36047074200,Kings County, NY,,0.1541
36061030300,Inwood, New York, NY,0.1541
36059406701,Hempstead, NY,,0.1539
36081096400,Queens County, NY,,0.1535
34039030701,Elizabeth, NJ,,0.1535
34013019100,South Orange, NJ,,0.1534
36061027100,Fort George, New York, NY,0.1528
36081053200,Queens County, NY,,0.1524
36047052900,Kings County, NY,,0.1523
36081069400,Queens County, NY,,0.1523
36085002700,Richmond County, NY,,0.1522
34039032002,Elizabeth, NJ,,0.1522
36059303900,Westbury, NY,,0.1522
36059414301,Freeport, NY,,0.1521
36059414201,Freeport, NY,,0.152
36059407203,Hempstead, NY,,0.1519
36081034700,Queens County, NY,,0.1519
36081040700,Queens County, NY,,0.1519
34003023100,Hackensack, NJ,,0.1517
34017010400,Bayonne, NJ,,0.1516
36061009500,Midtown, New York, NY,0.1515
36047011700,Kings County, NY,,0.1513
36047072000,Kings County, NY,,0.1513
36059304100,Westbury, NY,,0.1512
36047092800,Kings County, NY,,0.1511
34017015100,Guttenberg, NJ,,0.1509
36061028700,Fort George, New York, NY,0.1508
36081010800,Queens County, NY,,0.1508
36061021100,Upper Manhattan, New York, NY,0.1506
36081044400,Queens County, NY,,0.1506
36047049100,Kings County, NY,,0.1505
34017011600,Constable Hook, Bayonne, NJ,0.1504
34017015802,West New York, NJ,,0.1504
36005014100,Bronx County, NY,,0.1503
34031125100,Botany Village, Clifton, NJ,0.1502
36047034800,Kings County, NY,,0.1499
36047044100,Kings County, NY,,0.1497
36061009900,Midtown, New York, NY,0.1496
36081063800,Queens County, NY,,0.1495
36081015802,Queens County, NY,,0.1494
36005020200,Bronx County, NY,,0.1494
36005012701,Bronx County, NY,,0.1494
34039035400,Linden, NJ,,0.1493
36081015300,Queens County, NY,,0.1493
36081094700,Queens County, NY,,0.1492
34017000800,The Heights, Jersey City, NJ,0.1492
36081054700,Queens County, NY,,0.1491
36081053601,Queens County, NY,,0.1491
34017003100,Bergen/Lafayette, Jersey City, NJ,0.149
36081057700,Queens County, NY,,0.1489
36061000900,Lower Manhattan, New York, NY,0.1487
36047010000,Kings County, NY,,0.1486
36047050300,Kings County, NY,,0.1486
34017002400,Downtown Jersey City, Jersey City, NJ,0.1485
36047011000,Kings County, NY,,0.1485
34017018500,Hoboken, NJ,,0.1482
36081037900,Queens County, NY,,0.1481
36081035100,Queens County, NY,,0.1481
36059304202,Westbury, NY,,0.1478
34013017600,West Orange, NJ,,0.1478
36081032800,Queens County, NY,,0.1476
34017006200,Greenville, Jersey City, NJ,0.1475
36005007700,Bronx County, NY,,0.1475
36081057900,Queens County, NY,,0.1474
36081099200,Queens County, NY,,0.147
36059414303,Freeport, NY,,0.147
36047014100,Kings County, NY,,0.1467
36061013300,Hell's Kitchen, New York, NY,0.1467
36081054800,Queens County, NY,,0.1466
36005036901,Bronx County, NY,,0.1466
34039031802,Elizabeth, NJ,,0.1464
36005022800,Bronx County, NY,,0.1463
34017017500,Union City, NJ,,0.1462
36081015100,Queens County, NY,,0.1462
34035051800,North Plainfield, NJ,,0.1461
36047101200,Kings County, NY,,0.1459
34017014102,North Bergen, NJ,,0.1458
36081069000,Queens County, NY,,0.1458
36081059100,Queens County, NY,,0.1458
36081027500,Queens County, NY,,0.1456
36081000600,Queens County, NY,,0.1453
34003021600,Garfield, NJ,,0.1453
36085021300,Richmond County, NY,,0.1451
36047080600,Kings County, NY,,0.1449
36085006400,Richmond County, NY,,0.1445
36047076400,Kings County, NY,,0.1442
36005027900,Bronx County, NY,,0.1441
36081042400,Queens County, NY,,0.144
36081039800,Queens County, NY,,0.144
36061026500,Hudson Heights, New York, NY,0.1438
34017018800,Hoboken, NJ,,0.1435
34023003800,Carteret, NJ,,0.1435
36085030302,Richmond County, NY,,0.1435
34013017800,West Orange, NJ,,0.1435
36047002000,Kings County, NY,,0.1434
36005028900,Bronx County, NY,,0.1434
34013019200,South Orange, NJ,,0.1433
36061001001,Lower Manhattan, New York, NY,0.1432
36047073600,Kings County, NY,,0.1432
36061016002,East Harlem, New York, NY,0.1431
36047099800,Kings County, NY,,0.1431
36081046300,Queens County, NY,,0.1428
34023003300,Perth Amboy, NJ,,0.1426
36047008000,Kings County, NY,,0.1426
36081066000,Queens County, NY,,0.1425
34017015202,West New York, NJ,,0.1423
36081053900,Queens County, NY,,0.1422
36047111600,Kings County, NY,,0.1422
34039035200,Linden, NJ,,0.1422
36081016400,Queens County, NY,,0.1421
36081015400,Queens County, NY,,0.1419
36047072800,Kings County, NY,,0.1418
36081059400,Queens County, NY,,0.1417
34031175701,Passaic, NJ,,0.1412
34017014501,North Bergen, NJ,,0.141
34039032400,Hillside, NJ,,0.1409
36081077908,Queens County, NY,,0.1408
34017001400,The Heights, Jersey City, NJ,0.1407
36061027500,Upper Manhattan, New York, NY,0.1405
34017017100,Union City, NJ,,0.1404
36059412400,Rockville Centre, NY,,0.1403
34003054400,Teaneck, NJ,,0.1403
34003036200,Moonachie, NJ,,0.1402
36047013100,Kings County, NY,,0.1399
36081052800,Queens County, NY,,0.1399
36081094203,Queens County, NY,,0.1398
36059416500,Long Beach, NY,,0.1398
36059411100,Inwood, NY,,0.1397
36059407204,Hempstead, NY,,0.1397
36061015001,Upper East Side, New York, NY,0.1396
36059517101,Glen Cove, NY,,0.1391
36047073400,Kings County, NY,,0.1391
34023004700,Perth Amboy, NJ,,0.139
36047050100,Kings County, NY,,0.1386
34017010300,Bayonne, NJ,,0.1385
34027043301,Morristown, NJ,,0.1385
36059517200,Glen Cove, NY,,0.1382
34017015300,West New York, NJ,,0.1379
36081018800,Queens County, NY,,0.1379
36081026100,Queens County, NY,,0.1377
34017002300,Downtown Jersey City, Jersey City, NJ,0.1376
34039032001,Elizabeth, NJ,,0.1376
34013017200,Montclair, NJ,,0.1371
36081004200,Queens County, NY,,0.1369
34039035600,Rahway, NJ,,0.1368
36059404901,Elmont, NY,,0.1367
36047074800,Kings County, NY,,0.1366
36005006000,Bronx County, NY,,0.1366
36047069000,Kings County, NY,,0.1364
36081001200,Queens County, NY,,0.1364
34017011400,Constable Hook, Bayonne, NJ,0.1363
36047023000,Kings County, NY,,0.1363
34013015400,Bloomfield, NJ,,0.1362
34017016200,Union City, NJ,,0.1361
34017007100,Journal Square, Jersey City, NJ,0.1361
36047079400,Kings County, NY,,0.1361
36047010400,Kings County, NY,,0.136
34017013300,Kearny, NJ,,0.1359
36005033202,Bronx County, NY,,0.1359
36047006300,Kings County, NY,,0.1356
36047007700,Kings County, NY,,0.1356
36059416802,Long Beach, NY,,0.1356
36081026700,Queens County, NY,,0.1352
36081064600,Queens County, NY,,0.1351
34023002901,Woodbridge, Woodbridge Township, NJ,0.1351
36047054900,Kings County, NY,,0.1351
36059407402,Uniondale, NY,,0.1349
36061003601,Bowery, New York, NY,0.1345
36061017700,Upper West Side, New York, NY,0.1343
34017000902,Journal Square, Jersey City, NJ,0.1341
36081046200,Queens County, NY,,0.1341
34017011300,Constable Hook, Bayonne, NJ,0.1337
36047014500,Kings County, NY,,0.1334
36081036300,Queens County, NY,,0.1333
36081012601,Queens County, NY,,0.1331
36081062200,Queens County, NY,,0.133
